1 0.95
2 0.93
3 0.91
4 0.87
5 0.82
6 0.75
7 0.69
8 0.63
9 0.59
10 0.53
11 0.48
12 0.45
13 0.37
14 0.31
15 0.29
16 0.27
17 0.26
18 0.24
19 0.22
20 0.20
21 0.19
22 0.19
23 0.18
24 0.17
25 0.17
26 0.17
27 0.16
28 0.16
29 0.16
30 0.16
31 0.16
32 0.14
33 0.14
34 0.14
35 0.14
36 0.13
37 0.13
38 0.12
39 0.12
40 0.11
41 0.11
42 0.10
